vin,millesime,region,appellation,couleur,format,per,prix_unitaire,quantite,date,negociant,source,vin_clean
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,12.0,17.92,18,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,1.0,17.92,0,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,6.0,37.5,24,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,1.0,37.5,0,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,12.0,31.67,1,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,1.0,31.67,0,20240905,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,8,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,450.0,4,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,38.33,3,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20240905,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,12.0,41.67,1,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,300cl,1.0,265.0,6,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,600cl,1.0,500.0,2,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,50.0,3,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,50.0,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,4,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,38.33,9,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,600cl,1.0,500.0,3,20240905,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,12.0,19.17,32,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,1.0,19.17,0,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,6.0,40.0,9,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,1.0,40.0,0,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,300cl,1.0,125.0,20,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,600cl,1.0,225.0,10,20240905,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,12.0,35.0,2,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,1.0,35.0,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,12.0,23.33,1,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,1.0,23.33,0,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,600cl,1.0,265.0,6,20240905,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,12.0,75.0,1,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,1.0,75.0,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20240905,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,12.0,44.17,2,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,1.0,44.17,6,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,300cl,1.0,240.0,1,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,12.0,45.5,5,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,12.0,158.33,5,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,1.0,158.33,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,6.0,316.67,3,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,1.0,316.67,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,12.0,105.0,5,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,1.0,105.0,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,6.0,210.0,3,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,1.0,210.0,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,12.0,18.5,5,20240905,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2023,Bordeaux,Pauillac,red,75cl,1.0,18.5,0,20240905,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,3.0,166.67,1,20240905,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,1.0,166.67,0,20240905,bordeaux_farr_vintners,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2006,Bordeaux,Pauillac,red,75cl,1.0,66.62,5,20241010,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,83.29,5,20241010,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,80.62,4,20241010,brunswick,,grand puy lacoste
Lacoste-Borie,2010,Bordeaux,Pauillac,red,75cl,1.0,41.62,2,20241010,brunswick,,lacoste borie
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,12.0,21.67,1,20241010,brunswick,,lacoste borie
Lacoste-Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,20.0,3,20241010,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,50.5,2,20241010,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2022,Bordeaux,Pauillac,red,75cl,6.0,59.67,3,20241010,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20241010,brunswick,,grand puy lacoste
Grand Puy Lacoste,2017.0,Bordeaux,,red,75cl,6.0,40.33,30,20240817,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2019.0,Bordeaux,,red,75cl,6.0,42.0,5,20240817,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2020.0,Bordeaux,,red,75cl,6.0,43.83,2,20240817,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2021.0,Bordeaux,,red,75cl,6.0,47.67,1,20240817,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2022.0,Bordeaux,,red,75cl,6.0,59.0,4,20240817,cru_wine,,grand puy lacoste
Lacoste-Borie,2020.0,Bordeaux,,red,75cl,6.0,17.33,1,20240817,cru_wine,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2015,Bordeaux,Pauillac,red,75cl,6.0,39.17,1,20241104,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,43.33,4,20241104,lassemblage,,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2007,Bordeaux,,red,75cl,12.0,68.75,1,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2009,Bordeaux,,red,75cl,12.0,61.25,1,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2014,Bordeaux,,red,75cl,6.0,40.0,1,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2014,Bordeaux,,red,75cl,12.0,37.5,1,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,38.33,3,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2015,Bordeaux,,red,75cl,6.0,86.67,1,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,12.0,19.42,1,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,1.0,19.42,2,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2016,Bordeaux,,red,75cl,1.0,19.42,1,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,3.0,108.33,1,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,3.0,126.0,5,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2016,Bordeaux,,red,150cl,1.0,126.0,1,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,6.0,19.33,10,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,75cl,1.0,19.33,1,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,37.5cl,1.0,10.12,1,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,3.0,41.0,1,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2018,Bordeaux,,red,150cl,1.0,41.0,2,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,75cl,6.0,50.0,1,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,150cl,1.0,114.33,1,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2018,Bordeaux,,red,600cl,1.0,495.0,3,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,12.0,9.38,1,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,37.5cl,1.0,9.38,4,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2019,Bordeaux,,red,150cl,3.0,37.83,1,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2019,Bordeaux,,red,75cl,6.0,50.0,8,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.33,4,20241008,justerini,broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,6.0,18.83,10,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2020,Bordeaux,,red,75cl,1.0,18.83,3,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,75cl,6.0,50.67,6,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,3.0,104.67,3,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,150cl,1.0,104.67,2,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2020,Bordeaux,,red,37.5cl,12.0,26.17,1,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2021,Bordeaux,,red,75cl,6.0,22.5,10,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,300cl,1.0,235.0,2,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,75cl,6.0,50.0,10,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,150cl,3.0,103.33,10,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2021,Bordeaux,,red,37.5cl,12.0,29.58,10,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,75cl,6.0,20.08,5,20241008,justerini,non-broker,lacoste borie
"Lacoste Borie, Pauillac",2022,Bordeaux,,red,150cl,3.0,43.67,5,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,300cl,1.0,283.0,5,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,60.83,1,20241008,justerini,broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,150cl,3.0,122.67,5,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,37.5cl,12.0,31.08,5,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,75cl,6.0,67.5,5,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2022,Bordeaux,,red,600cl,1.0,532.0,5,20241008,justerini,non-broker,grand puy lacoste
"Lacoste Borie, Pauillac",2023,Bordeaux,,red,75cl,6.0,18.5,5,20241008,justerini,non-broker,lacoste borie
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,300cl,1.0,227.0,5,20241008,justerini,non-broker,grand puy lacoste
"Château Grand Puy Lacoste, 5ème Cru Classé, Pauillac",2023,Bordeaux,,red,75cl,6.0,45.5,5,20241008,justerini,non-broker,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,2,20241004,mann_fine_wine,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,12.0,41.67,10,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,300cl,1.0,265.0,6,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,600cl,1.0,500.0,2,20240926,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,12.0,19.17,30,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,1.0,19.17,0,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,6.0,40.0,9,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,1.0,40.0,0,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,300cl,1.0,125.0,20,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,600cl,1.0,225.0,10,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,12.0,31.67,1,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,1.0,31.67,0,20240926,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,47.5,3,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,47.5,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,12.0,23.33,1,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,1.0,23.33,0,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,600cl,1.0,265.0,6,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20240926,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,12.0,41.67,10,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,300cl,1.0,240.0,1,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,12.0,35.0,2,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,1.0,35.0,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,4,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,12.0,75.0,1,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2001,Bordeaux,Pauillac,red,75cl,1.0,75.0,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,12.0,45.5,5,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,38.33,3,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20240926,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,12.0,105.0,5,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,1.0,105.0,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,6.0,210.0,3,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,1.0,210.0,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,7,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,450.0,4,20240926,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,12.0,17.92,12,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,1.0,17.92,0,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,6.0,37.5,24,20240926,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,1.0,37.5,0,20240926,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,12.0,158.33,5,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,1.0,158.33,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,6.0,316.67,3,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,1.0,316.67,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,3.0,166.67,1,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,1.0,166.67,0,20240926,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,38.33,5,20240926,bordeaux_farr_vintners,,grand puy lacoste
